timestamp,open,high,low,close,volume,Mkt-RF,SMB,HML,RMW,CMA,,,,,,,,,274,202209,-9.36,-0.96,0.05,-1.4,-0.82,0.19
11/30/2023,164.21,169.94,154.13,155.69,178862404,-1000,-1000,-1000,-1000,-1000,,,,,,,,,256,202103,3.08,-0.86,7.4,6.46,3.41,0
10/31/2023,159.49,164.33,151.65,163.41,114669143,-1000,-1000,-1000,-1000,-1000,,,,,,,,,255,202102,2.78,4.53,7.18,0.3,-1.94,0
9/29/2023,162.87,165.8499,159.185,159.93,110414265,-1000,-1000,-1000,-1000,-1000,,,,,,,,,254,202101,-0.03,6.91,2.96,-3.8,4.9,0.01
8/31/2023,159.95,162.99,155.02,162.61,130561477,-1000,-1000,-1000,-1000,-1000,,,,,,,,,253,202012,4.63,4.79,-1.51,-1.98,-0.11,0.01
7/31/2023,156.81,160.94,153.45,159.86,90731584,-1000,-1000,-1000,-1000,-1000,,,,,,,,,252,202011,12.47,7.12,2.14,-2.21,1.37,0.01
6/30/2023,146.21,158.23,145.94,157.18,130117580,-1000,-1000,-1000,-1000,-1000,,,,,,,,,251,202010,-2.1,4.64,4.21,-0.75,-0.76,0.01
5/31/2023,151.04,154.35,145.01,146.87,134859408,-1000,-1000,-1000,-1000,-1000,,,,,,,,,250,202009,-3.63,0.02,-2.68,-1.4,-1.89,0.01
4/28/2023,147.73,153.75,147.02,150.97,100262054,-1000,-1000,-1000,-1000,-1000,,,,,,,,,249,202008,7.63,-0.89,-2.95,4.26,-1.2,0.01
3/31/2023,141.06,148.44,136.09,147.45,174886446,-1000,-1000,-1000,-1000,-1000,,,,,,,,,248,202007,5.77,-3.2,-1.38,0.41,0.96,0.01
2/28/2023,143.66,148.34,138.69,142.13,122852846,-1000,-1000,-1000,-1000,-1000,,,,,,,,,247,202006,2.46,1.97,-2.17,0.09,0.53,0.01
1/31/2023,142.55,147.86,138.17,143.87,108018377,-1000,-1000,-1000,-1000,-1000,,,,,,,,,246,202005,5.58,1.98,-4.89,0.95,-3.25,0.01
12/30/2022,152.05,153.61,140.81,141.79,127378355,-1000,-1000,-1000,-1000,-1000,,,,,,,,,245,202004,13.65,2.59,-1.23,2.7,-1.01,0
11/30/2022,142.97,154.64,138.27,152.42,151667100,-1000,-1000,-1000,-1000,-1000,,,,,,,,,244,202003,-13.39,-8.31,-13.97,-1.5,1.26,0.13
10/31/2022,130.24,143.07,128.07,142.33,116898368,-1000,-1000,-1000,-1000,-1000,,,,,,,,,243,202002,-8.13,0.03,-3.79,-1.47,-2.51,0.12
9/30/2022,132.54,138.249,128.27,129.7,138652720,-9.36,-0.96,0.05,-1.4,-0.82,,,,,,,,,242,202001,-0.11,-4.37,-6.22,-1.18,-2.32,0.13
8/31/2022,131.06,142.72,125.12,132.55,208094056,-3.78,1.51,0.31,-4.8,1.31,,,,,,,,,241,201912,2.77,0.97,1.76,0,1.23,0.14
7/29/2022,121.94,133.39,120.06,132.05,157646467,9.57,1.88,-4.1,0.68,-6.94,,,,,,,,,240,201911,3.87,0.44,-2.01,-1.59,-1.25,0.12
6/30/2022,128.5,128.92,117.9029,121.58,170929925,-8.43,1.3,-5.97,1.85,-4.7,,,,,,,,,239,201910,2.06,0.26,-1.92,0.44,-0.96,0.16
5/31/2022,154.96,154.99,117.27,128.63,272075714,-0.34,-0.06,8.41,1.44,3.98,,,,,,,,,238,201909,1.43,0.27,6.74,1.84,3.36,0.18
4/29/2022,149.66,160.77,148.8397,152.99,142211450,-9.46,-0.4,6.19,3.63,5.92,,,,,,,,,237,201908,-2.58,-3.23,-4.76,0.55,-0.69,0.16
3/31/2022,135.87,150.54,135.02,148.92,185368469,3.05,-2.15,-1.8,-1.56,3.17,,,,,,,,,236,201907,1.19,-1.78,0.47,-0.07,0.37,0.19
2/28/2022,139.21,141.99,132.01,135.16,162575143,-2.29,2.96,3.04,-2.08,3.13,,,,,,,,,235,201906,6.93,0.36,-0.72,0.91,-0.43,0.18
1/31/2022,144,146.63,133.95,139.81,164148268,-6.25,-4.05,12.75,0.87,7.71,,,,,,,,,234,201905,-6.94,-1.58,-2.34,-0.47,1.75,0.21
12/31/2021,140.51,146.526,135.24,144.69,238679891,3.1,-0.77,3.28,4.92,4.43,,,,,,,,,233,201904,3.97,-1.17,2.14,1.61,-2.2,0.21
11/30/2021,149.98,152,140.01,140.63,177796882,-1.55,-1.76,-0.44,7.22,1.74,,,,,,,,,232,201903,1.1,-3.5,-4.1,0.89,-0.96,0.19
10/29/2021,139.26,150.55,134.705,149.42,138004539,6.65,-2.7,-0.48,1.68,-1.44,,,,,,,,,231,201902,3.4,1.74,-2.68,0.12,-1.6,0.18
9/30/2021,147.56,149.6473,139.25,139.38,151267046,-4.37,1.14,5.08,-1.9,2.14,,,,,,,,,230,201901,8.4,3.02,-0.45,-0.79,-1.51,0.21
8/31/2021,142.83,152.57,141.67,148.1,181419932,2.91,-0.67,-0.16,-0.3,-1.76,,,,,,,,,229,201812,-9.57,-2.88,-1.86,-0.02,0.22,0.2
7/30/2021,140.41,143.86,138.2209,142.55,131834193,1.27,-4.62,-1.76,5.49,-0.48,,,,,,,,,228,201811,1.69,-0.77,0.27,-0.55,0.37,0.18
6/30/2021,142.21,142.8,134.4,141.02,169059406,2.75,-0.34,-7.82,-2.18,-0.95,,,,,,,,,227,201810,-7.68,-4.45,3.44,0.93,3.59,0.19
5/28/2021,139.68,144.58,135.76,142.03,172628671,0.29,1.23,7.08,2.53,3.01,,,,,,,,,226,201809,0.06,-2.49,-1.69,0.64,1.3,0.15
4/30/2021,135.94,141.77,135.33,139.91,153126079,4.93,-3.15,-0.94,2.48,-2.69,,,,,,,,,225,201808,3.44,0.63,-3.99,-0.29,-2.65,0.16
3/31/2021,131.58,137.59,126.28,135.83,246556675,3.08,-0.86,7.4,6.46,3.41,,,,,,,,,224,201807,3.19,-1.93,0.47,1.56,0.35,0.16
2/26/2021,140.91,147.5,129.86,129.92,184552398,2.78,4.53,7.18,0.3,-1.94,,,,,,,,,223,201806,0.48,0.81,-2.33,0.79,0.24,0.14
1/29/2021,144.3,149.93,140.35,140.49,150167606,-0.03,6.91,2.96,-3.8,4.9,,,,,,,,,222,201805,2.65,4.74,-3.18,-2.04,-1.47,0.14
12/31/2020,153.6,153.6597,142.3,144.15,170017189,4.63,4.79,-1.51,-1.98,-0.11,,,,,,,,,221,201804,0.28,0.93,0.54,-2.43,1.27,0.14
11/30/2020,140.59,153.4,139.03,152.79,137960066,12.47,7.12,2.14,-2.21,1.37,,,,,,,,,220,201803,-2.35,3.58,-0.23,-0.46,0,0.11
10/30/2020,140.8,146.605,137.37,138.75,129013525,-2.1,4.64,4.21,-0.75,-0.76,,,,,,,,,219,201802,-3.65,0.31,-1.07,0.54,-2.39,0.11
9/30/2020,141.2,151.33,134.75,139.91,268778437,-3.63,0.02,-2.68,-1.4,-1.89,,,,,,,,,218,201801,5.57,-3.21,-1.33,-0.72,-1,0.12
8/31/2020,129.91,141.07,128.2713,138.85,229592388,7.63,-0.89,-2.95,4.26,-1.2,,,,,,,,,217,201712,1.06,-1.07,0.05,0.74,1.66,0.09
7/31/2020,119.45,134.13,118.22,129.4,197222721,5.77,-3.2,-1.38,0.41,0.96,,,,,,,,,216,201711,3.12,-0.36,-0.08,3.19,-0.07,0.08
6/30/2020,123.44,124.41,117.01,119.78,185705878,2.46,1.97,-2.17,0.09,0.53,,,,,,,,,215,201710,2.25,-1.93,0.21,0.92,-3.24,0.09
5/29/2020,121.48,131.99,120.78,124.06,186708076,5.58,1.98,-4.89,0.95,-3.25,,,,,,,,,214,201709,2.51,4.77,3.12,-1.46,1.68,0.09
4/30/2020,112.15,133.38,111.8,121.55,207003286,13.65,2.59,-1.23,2.7,-1.01,,,,,,,,,213,201708,0.16,-1.82,-2.09,0.15,-2.37,0.09
3/31/2020,107.6,128.08,102,113.62,318734300,-13.39,-8.31,-13.97,-1.5,1.26,,,,,,,,,212,201707,1.87,-1.66,-0.24,-0.69,-0.12,0.07
2/28/2020,114.9,119.95,104.37,107.68,132355144,-8.13,0.03,-3.79,-1.47,-2.51,,,,,,,,,211,201706,0.78,2.57,1.48,-2.25,0.01,0.06
1/31/2020,118.86,119.89,112.68,114.49,127888574,-0.11,-4.37,-6.22,-1.18,-2.32,,,,,,,,,210,201705,1.06,-3.03,-3.78,0.95,-1.81,0.06
12/31/2019,119.15,122.12,117.42,118.84,98426399,2.77,0.97,1.76,0,1.23,,,,,,,,,209,201704,1.09,0.47,-2.1,1.91,-1.6,0.05
11/29/2019,117.92,125.38,117.08,119.09,116899196,3.87,0.44,-2.01,-1.59,-1.25,,,,,,,,,208,201703,0.17,0.74,-3.32,0.62,-0.94,0.03
10/31/2019,118.85,120.71,114.58,117.26,98902760,2.06,0.26,-1.92,0.44,-0.96,,,,,,,,,207,201702,3.57,-2.21,-1.68,0.45,-1.83,0.04
9/30/2019,113.68,119.86,113.49,118.68,107294158,1.43,0.27,6.74,1.84,3.36,,,,,,,,,206,201701,1.94,-1.43,-2.76,-0.5,-0.99,0.04
